ticker,name,market,sector,price,changePercent,marketCap,capCategory,pe,rsi,sma50,sma200,bearishScore,bullishScore,sentimentAvg,compositeScore
TT,Trane Technologies,US,Industrials,481.435,1.50,106458103808,Large,36.79068,56.4,469.50,431.75,0,6,0.000,59
CARR,Carrier Global,US,Industrials,73.61,4.04,61139025920,Large,49.073334,64.8,65.69,59.80,0,7,0.000,60
CSX,CSX,US,Industrials,46.23,0.15,85901762560,Large,28.361963,51.1,45.48,39.28,2,7,0.000,62
CPRT,Copart,US,Industrials,30.455,2.89,29337556992,Large,18.91615,43.7,32.42,38.11,7,0,0.000,36
RKLB,Rocket Lab,US,Industrials,85.98,-9.61,53690675200,Large,,36.4,105.43,74.54,2,3,0.000,49
TJX,TJX Companies,US,Consumer Cyclical,166.19,1.12,183590830080,Large,32.332687,62.5,158.00,152.75,0,7,0.000,59
CMG,Chipotle Mexican Grill,US,Consumer Cyclical,31.615,2.15,40551837696,Large,29.003302,50.3,32.47,35.67,4,2,0.000,41
LULU,Lululemon,US,Consumer Cyclical,112.64,3.42,12790713344,Large,9.120647,39.3,130.95,166.16,7,0,0.000,32
ORLY,O'Reilly Automotive,US,Consumer Cyclical,88.5,1.10,73341280256,Large,28.827362,47.0,91.12,95.33,7,2,0.000,39
DHI,D.R. Horton,US,Consumer Cyclical,167.405,7.26,47472644096,Large,15.733552,69.4,149.27,152.35,1,4,0.000,62
LEN,Lennar,US,Consumer Cyclical,93.325,6.84,23014113280,Large,14.645768,56.6,89.46,108.63,5,3,0.000,47
HLT,Hilton,US,Consumer Cyclical,346.652,0.82,78914871296,Large,52.762936,60.7,330.61,297.63,2,6,0.000,53
MAR,Marriott,US,Consumer Cyclical,385.27,-0.40,101591310336,Large,40.342407,52.1,372.29,321.04,2,4,0.000,53
YUM,Yum! Brands,US,Consumer Cyclical,153.01,0.93,42172801024,Large,24.679031,51.1,154.16,153.25,0,4,0.000,54
ROST,Ross Stores,US,Consumer Cyclical,228.53,-0.23,73308102656,Large,31.873081,48.5,226.62,192.29,2,3,0.000,52
DECK,Deckers Outdoor,US,Consumer Cyclical,106.28,2.56,14760267776,Large,15.139601,47.9,105.77,102.91,2,6,0.000,58
CCL,Carnival,US,Consumer Cyclical,29.17,1.57,40376819712,Large,12.84141,54.4,27.27,28.34,3,3,0.000,53
RCL,Royal Caribbean,US,Consumer Cyclical,322.23,4.10,86420471808,Large,19.636198,64.9,276.85,289.71,0,4,0.000,59
CVNA,Carvana,US,Consumer Cyclical,67.31,3.83,73833496576,Large,39.136627,48.6,72.03,73.41,4,2,0.000,39
EBAY,eBay,US,Consumer Cyclical,110.675,1.56,49139699712,Large,25.560047,54.3,108.23,93.75,2,7,0.000,63
EXPE,Expedia,US,Consumer Cyclical,266.73,8.84,32013490176,Large,23.562723,71.6,237.07,241.22,3,3,0.000,51
APTV,Aptiv,US,Consumer Cyclical,60.675,-1.21,12840075264,Large,36.116074,42.5,61.37,74.10,6,0,0.000,30
PM,Philip Morris,US,Consumer Defensive,179.065,0.21,279083352064,Large,25.18495,50.5,175.02,166.65,2,5,0.000,55
MO,Altria Group,US,Consumer Defensive,72.22,0.85,120599543808,Large,15.077245,55.8,70.04,64.68,2,4,0.000,59
CL,Colgate-Palmolive,US,Consumer Defensive,92.705,1.39,74181550080,Large,35.93217,61.5,87.60,84.50,0,6,0.000,58
MDLZ,Mondelez,US,Consumer Defensive,62.185,1.84,79810928640,Large,30.779703,54.0,60.62,58.91,2,3,0.000,52
TGT,Target,US,Consumer Defensive,140.54,4.79,63854727168,Large,18.596561,66.9,127.25,108.11,0,7,0.000,71
KR,Kroger,US,Consumer Defensive,58.64,2.79,35952451584,Large,34.298244,37.5,65.04,66.30,7,0,0.000,32
SYY,Sysco,US,Consumer Defensive,80.9,2.04,38684971008,Large,22.472223,66.5,75.54,78.30,3,3,0.000,51
MNST,Monster Beverage,US,Consumer Defensive,95.09,1.49,92998787072,Large,45.9372,72.0,84.62,76.60,3,8,0.000,58
KDP,Keurig Dr Pepper,US,Consumer Defensive,31.665,2.58,43082117120,Large,23.455555,63.2,29.34,27.98,2,5,0.000,59
GIS,General Mills,US,Consumer Defensive,35.155,2.11,18761562112,Large,8.595354,60.6,34.12,42.70,3,2,0.000,49
KHC,Kraft Heinz,US,Consumer Defensive,23.015,2.43,27290673152,Large,,47.6,23.05,24.04,6,1,0.000,40
HSY,Hershey,US,Consumer Defensive,182.99,2.08,37118312448,Large,34.013012,49.9,186.70,193.72,5,2,0.000,39
ADM,Archer-Daniels-Midland,US,Consumer Defensive,73.6,-2.95,35476819968,Large,32.861607,36.3,76.76,66.97,2,2,0.000,51
STZ,Constellation Brands,US,Consumer Defensive,143.665,0.20,24742656000,Large,14.949532,49.8,147.84,145.87,0,6,0.000,60
DG,Dollar General,US,Consumer Defensive,119.545,4.33,26370029568,Large,16.90877,62.3,112.32,120.94,3,2,0.000,47
DLTR,Dollar Tree,US,Consumer Defensive,118.64,4.61,22799593472,Large,19.043339,63.8,102.29,109.53,1,3,0.000,52
KMB,Kimberly-Clark,US,Consumer Defensive,107.37,3.29,35640434688,Large,20.767893,65.9,98.71,105.43,3,2,0.000,53
PSX,Phillips 66,US,Energy,168.71,-0.96,67641749504,Large,16.67095,41.7,172.67,152.13,2,2,0.000,55
VLO,Valero Energy,US,Energy,241.08,-1.07,71590494208,Large,17.611397,44.3,245.69,202.22,2,2,0.000,57
MPC,Marathon Petroleum,US,Energy,245.495,-1.22,71668981760,Large,16.172266,44.3,246.55,208.30,2,2,0.000,57
OXY,Occidental Petroleum,US,Energy,50.98,-2.39,50711449600,Large,68.89865,32.0,56.72,49.26,3,2,0.000,39
DVN,Devon Energy,US,Energy,42.605,-1.81,49146507264,Large,11.8690815,40.3,46.34,40.75,3,4,0.000,54
FANG,Diamondback Energy,US,Energy,182.68,-2.78,51393130496,Large,186.41837,39.0,195.68,167.52,2,2,0.000,41
HAL,Halliburton,US,Energy,33.875,-3.52,28299098112,Large,18.71547,26.5,39.63,32.39,2,9,0.000,64
BKR,Baker Hughes,US,Energy,56.05,-4.48,55605448704,Large,17.907347,30.5,63.99,55.34,2,2,0.000,53
KMI,Kinder Morgan,US,Energy,32.61,0.22,72573820928,Large,21.892616,56.9,32.10,29.86,0,5,0.000,59
WMB,Williams Companies,US,Energy,75.78,-0.01,92703268864,Large,33.245617,61.1,73.54,66.88,0,5,0.000,59
OKE,ONEOK,US,Energy,87.17,-1.01,54919962624,Large,15.538323,47.9,88.15,79.50,2,4,0.000,56
FSLR,First Solar,US,Energy,246.06,-1.28,26439972864,Large,15.8953495,44.1,239.83,234.05,2,4,0.000,53
SO,Southern Co,US,Utilities,95.47,0.57,107623440384,Large,24.41688,58.9,93.51,92.55,0,5,0.000,59
D,Dominion Energy,US,Utilities,69.2,1.10,60862263296,Large,20.412977,63.4,65.01,61.99,0,7,0.000,64
EXC,Exelon,US,Utilities,46.945,0.70,48034504704,Large,17.19597,59.3,45.77,45.90,3,5,0.000,55
SRE,Sempra Energy,US,Utilities,92.47,0.20,60448321536,Large,31.452381,54.6,92.10,91.18,0,5,0.000,55
AEP,American Electric Power,US,Utilities,134.49,0.56,73176686592,Large,19.924446,63.0,130.89,123.25,0,6,0.000,62
PCG,PG&E,US,Utilities,17.07,1.79,37591973888,Large,13.232558,57.5,16.61,16.45,0,5,0.000,61
CEG,Constellation Energy,US,Utilities,267.67,-0.96,95585501184,Large,23.25543,47.8,283.54,318.75,4,2,0.000,40
VST,Vistra,US,Utilities,162.58,0.12,54819127296,Large,27.187292,57.8,154.69,169.91,5,2,0.000,43
AWK,American Water Works,US,Utilities,128.95,1.86,25181423616,Large,22.904085,57.9,126.88,131.93,3,3,0.000,48
ED,Consolidated Edison,US,Utilities,110.62,1.72,40766754816,Large,18.6543,61.6,107.63,104.56,0,6,0.000,61
SHW,Sherwin-Williams,US,Materials,336.305,4.15,82960818176,Large,32.34327,64.7,316.42,334.15,3,2,0.000,46
ECL,Ecolab,US,Materials,278.94,3.83,78498553856,Large,37.742897,66.3,261.04,270.24,3,2,0.000,45
DOW,Dow Inc,US,Materials,29.42,-3.00,21211420672,Large,,24.0,36.32,29.73,3,9,0.000,59
DD,DuPont,US,Materials,138.59,-1.01,18712336384,Large,122.64601,43.3,142.80,127.58,2,4,0.000,45
NUE,Nucor,US,Materials,239.56,-0.03,54557618176,Large,23.74232,45.4,233.21,178.49,2,4,0.000,63
VMC,Vulcan Materials,US,Materials,309.15,3.36,40113721344,Large,36.672596,64.9,285.05,291.62,1,2,0.000,51
ALB,Albemarle,US,Materials,146.95,-2.02,17330495488,Large,,34.4,179.64,147.20,3,2,0.000,42
CTVA,Corteva,US,Materials,80.595,1.88,53903544320,Large,43.564865,61.2,79.46,72.88,0,5,0.000,54
BALL,Ball Corp,US,Materials,61.88,2.30,16475334656,Large,18.040815,72.3,58.16,55.51,3,5,0.000,57
EQIX,Equinix,US,Real Estate,1102.78,-1.18,108760850432,Large,76.00138,58.9,1078.26,899.18,2,6,0.000,54
DLR,Digital Realty,US,Real Estate,193.24,-0.90,69121769472,Large,51.39362,55.5,192.75,174.86,2,5,0.000,51
SPG,Simon Property Group,US,Real Estate,222.38,2.60,84499865600,Large,15.475296,68.0,206.05,191.10,0,8,0.000,69
CCI,Crown Castle,US,Real Estate,82.42,-2.26,35972370432,Large,34.77637,35.1,88.94,89.36,6,0,0.000,38
PSA,Public Storage,US,Real Estate,319.38,-0.59,56076627968,Large,33.02792,57.4,307.82,289.73,0,7,0.000,66
O,Realty Income,US,Real Estate,62.43,1.46,58215510016,Large,51.17213,55.3,62.29,60.78,0,5,0.000,52
WELL,Welltower,US,Real Estate,223.805,2.82,157990715392,Large,108.12077,63.3,211.50,195.50,0,6,0.000,53
VICI,VICI Properties,US,Real Estate,27.075,1.71,29159100416,Large,9.273938,44.0,28.15,29.15,7,1,0.000,48
IRM,Iron Mountain,US,Real Estate,131.225,-1.38,39042678784,Large,142.63588,58.2,124.63,104.17,2,7,0.000,59
CBRE,CBRE Group,US,Real Estate,134.945,1.30,39514136576,Large,30.809362,53.2,137.65,150.43,7,2,0.000,37
CHTR,Charter Communications,US,Communication,129.39,-1.79,20272613376,Large,3.5008118,37.5,160.47,209.64,6,4,0.000,40
EA,Electronic Arts,US,Communication,204.74,0.60,51338862592,Large,58.497143,67.1,202.21,199.80,0,6,0.000,52
TTWO,Take-Two Interactive,US,Communication,237.95,-1.93,44201660416,Large,,62.7,222.33,230.89,5,3,0.000,47
LYV,Live Nation,US,Communication,172.155,2.11,40062672896,Large,,57.9,163.97,153.78,3,7,0.000,57
WBD,Warner Bros Discovery,US,Communication,27.165,1.06,68106371072,Large,,55.3,27.01,25.38,0,5,0.000,57
GME,GameStop,US,Consumer Cyclical,21.375,1.40,9590775808,Mid,15.951492,42.4,22.98,23.11,6,0,0.000,40
AMC,AMC Entertainment,US,Communication,2.075,-0.24,1564906368,Small,,50.8,1.77,1.89,3,1,0.000,53
BABA,Alibaba,US,Consumer Cyclical,100.534,-2.01,241194287104,Large,15.490585,19.8,127.80,148.71,8,5,0.000,40
PDD,PDD Holdings (Temu),US,Consumer Cyclical,76.299,-0.34,108605153280,Large,8.006296,27.6,92.35,109.88,8,7,0.000,44
NIO,NIO,US,Consumer Cyclical,4.945,-2.85,12390523904,Large,,35.5,5.83,5.80,2,2,0.000,43
XPEV,XPeng,US,Consumer Cyclical,12.485,-2.16,11932547072,Large,,24.6,15.86,19.10,8,5,0.000,32
LI,Li Auto,US,Consumer Cyclical,12.455,-1.39,12503639040,Large,,25.8,16.41,18.66,8,9,0.000,40
BIDU,Baidu,US,Communication,107.405,-2.48,36544839680,Large,,30.5,127.12,127.93,6,0,0.000,34
RIOT,Riot Platforms,US,Technology,26.89,-6.27,10172230656,Large,,54.8,23.32,18.03,2,6,0.000,65
IONQ,IonQ,US,Technology,53.12,-8.18,19826233344,Large,136.19232,44.2,54.08,49.51,2,3,0.000,46
RGTI,Rigetti Computing,US,Technology,19.34,-9.12,6428593152,Mid,,44.4,20.18,23.83,6,1,0.000,36
SOUN,SoundHound AI,US,Technology,6.285,-2.41,2719956992,Mid,,33.4,8.02,10.84,6,0,0.000,31
UPST,Upstart,US,Fintech,32.675,3.86,3125939712,Mid,79.65854,55.1,31.18,39.68,3,5,0.000,40
LYFT,Lyft,US,Technology,14.545,5.25,5522482176,Mid,2.126462,57.1,14.03,17.19,3,3,0.000,52
JOBY,Joby Aviation,US,Industrials,9.275,-2.88,9123287040,Mid,,43.0,9.93,12.44,6,0,0.000,33
LUNR,Intuitive Machines,US,Industrials,19.1,-8.83,3064638976,Mid,,32.9,29.54,18.43,2,2,0.000,44
ASTS,AST SpaceMobile,US,Communication,67.81,-6.94,26318727168,Large,,37.2,86.99,80.88,3,2,0.000,36
WOLF,Wolfspeed,US,Technology,44.17,-9.69,2295607552,Mid,,44.4,46.95,,2,1,0.000,54
QS,QuantumScape,US,Technology,7.06,-4.85,4342801408,Mid,,43.1,7.70,10.08,6,0,0.000,31
DJT,Trump Media,US,Communication,7.62,-3.30,2110388096,Mid,,39.9,8.82,11.90,8,0,0.000,25
GPN,Global Payments,US,Fintech,66.98,4.20,18320576512,Large,24.623161,47.7,69.30,75.47,6,0,0.000,36
TROW,T. Rowe Price,US,Financials,105.57,-0.41,22622269440,Large,11.328327,50.4,103.37,100.98,2,4,0.000,58
NDAQ,Nasdaq Inc,US,Financials,81.76,-0.88,46238617600,Large,24.626507,34.0,88.78,89.48,6,0,0.000,38
ALLY,Ally Financial,US,Financials,45.67,0.97,13998908416,Large,11.084951,62.1,43.52,41.83,0,8,0.000,66
FITB,Fifth Third Bancorp,US,Financials,55.26,1.08,50087309312,Large,18.607744,67.5,50.58,47.56,0,8,0.000,67
MTB,M&T Bank,US,Financials,234.06,1.22,34276929536,Large,13.1420555,66.6,217.61,206.72,0,7,0.000,67
RF,Regions Financial,US,Financials,29.635,1.18,25289902080,Large,12.29668,64.0,28.06,27.07,0,6,0.000,65
CFG,Citizens Financial,US,Financials,69.705,1.04,29479100416,Large,16.518957,70.1,64.29,58.98,4,7,0.000,60
HBAN,Huntington Bancshares,US,Financials,17.615,1.24,35707904000,Large,13.55,64.8,16.45,16.71,1,3,0.000,57
KEY,KeyCorp,US,Financials,23.195,0.76,25041246208,Large,14.2330675,68.4,21.80,20.25,2,7,0.000,63
ZION,Zions Bancorporation,US,Financials,68.51,0.03,10077260800,Large,10.638199,70.7,63.04,58.44,4,8,0.000,64
FHN,First Horizon,US,Financials,25.29,1.36,12003085312,Large,12.708543,62.5,24.40,23.40,0,6,0.000,63
EWBC,East West Bancorp,US,Financials,131.09,0.15,17962948608,Large,13.0989,62.6,123.94,113.03,3,7,0.000,63
WAL,Western Alliance Bancorp,US,Financials,80.295,-0.48,8767038464,Mid,9.347497,51.3,79.43,81.79,5,2,0.000,49
FNB,F.N.B. Corp,US,Financials,19.025,1.47,6772213760,Mid,11.743827,67.9,17.76,17.02,0,8,0.000,68
CBOE,Cboe Global Markets,US,Financials,255.86,-0.61,26774624256,Large,21.847992,31.1,313.37,274.82,2,2,0.000,48
SEIC,SEI Investments,US,Financials,89.35,-0.95,10746390528,Large,15.247439,50.2,88.85,84.06,2,7,0.000,62
SF,Stifel Financial,US,Financials,72.7,-1.17,11152308224,Large,14.171539,49.1,74.77,77.97,4,2,0.000,47
EVR,Evercore,US,Financials,354.18,-3.40,13702496256,Large,19.922947,51.0,345.67,331.14,0,6,0.000,62
RJF,Raymond James Financial,US,Financials,155.385,-1.31,30281900032,Large,14.658961,55.2,152.97,158.67,3,2,0.000,50
WBS,Webster Financial,US,Financials,75.415,-0.64,12219228160,Large,12.363115,63.9,72.77,66.07,2,6,0.000,62
FCNCA,First Citizens BancShares,US,Financials,2122.57,0.54,24594163712,Large,12.241594,63.1,2008.17,1955.44,3,6,0.000,58
OZK,Bank OZK,US,Financials,51.14,1.03,5582742528,Mid,8.315447,60.1,48.68,47.81,2,5,0.000,61
FNF,Fidelity National Financial,US,Financials,47.29,-1.40,12728460288,Large,16.829182,46.6,48.84,52.47,4,4,0.000,52
CINF,Cincinnati Financial,US,Financials,179.29,1.98,27733784576,Large,10.251,74.2,165.21,162.35,3,8,0.000,64
GL,Globe Life,US,Financials,175.675,0.05,13640243200,Large,12.15744,78.8,156.64,143.51,4,7,0.000,64
WRB,W. R. Berkley,US,Financials,70.385,2.07,26202699776,Large,14.912077,63.9,66.83,70.22,3,2,0.000,51
LTC,LTC Properties,US,Real Estate,38.285,2.78,1959481984,Small,15.013725,58.9,37.82,36.83,0,5,0.000,61
AMH,American Homes 4 Rent,US,Real Estate,32.905,1.37,13489470464,Large,26.752031,57.0,31.83,31.46,2,4,0.000,55
INVH,Invitation Homes,US,Real Estate,29.75,2.41,17672749056,Large,31.31579,59.4,28.55,27.61,2,4,0.000,55
EXR,Extra Space Storage,US,Real Estate,146.68,-0.73,32400074752,Large,32.991013,53.6,143.68,140.09,2,3,0.000,53
MAA,Mid-America Apartment,US,Real Estate,135.165,0.95,16128784384,Large,41.083584,55.1,130.67,132.55,5,1,0.000,40
ARE,Alexandria Real Estate,US,Real Estate,51.5,-0.19,8973135872,Mid,,54.5,48.01,55.91,5,2,0.000,43
ESS,Essex Property Trust,US,Real Estate,282.25,1.06,19454416896,Large,31.78491,58.6,270.21,259.90,2,7,0.000,58
KIM,Kimco Realty,US,Real Estate,25.515,1.29,17207054336,Large,29.327585,62.6,24.06,22.16,0,7,0.000,64
REG,Regency Centers,US,Real Estate,80.14,1.87,14980968448,Large,27.539518,59.1,78.54,73.97,0,6,0.000,61
LAMR,Lamar Advertising,US,Real Estate,154.015,1.07,15628688384,Large,28.416052,60.5,146.00,132.36,2,8,0.000,63
SUI,Sun Communities,US,Real Estate,120.94,1.21,15463486464,Large,,44.2,124.95,126.80,7,0,0.000,35
CPT,Camden Property Trust,US,Real Estate,111.355,0.77,11034232832,Large,31.10475,56.3,106.79,105.54,2,5,0.000,54
UDR,UDR Inc,US,Real Estate,38.54,0.68,14279673856,Large,26.217688,55.5,37.12,36.45,2,3,0.000,53
AVB,AvalonBay Communities,US,Real Estate,183.56,0.72,26042036224,Large,22.745974,50.6,182.14,180.06,2,3,0.000,53
EQR,Equity Residential,US,Real Estate,66.3,0.91,25616730112,Large,26.52,52.5,65.20,62.71,2,4,0.000,54
HST,Host Hotels & Resorts,US,Real Estate,24.435,-1.55,16952178688,Large,16.622448,58.7,22.57,19.25,2,5,0.000,64
BXP,BXP Inc,US,Real Estate,64.55,0.33,11510002688,Large,32.437187,58.0,60.54,64.77,5,2,0.000,44
STAG,STAG Industrial,US,Real Estate,39.26,0.98,7663725056,Mid,30.434109,60.6,38.31,37.80,0,6,0.000,60
NNN,NNN REIT,US,Real Estate,46.64,1.35,8873175040,Mid,22.751219,62.1,44.69,42.78,0,7,0.000,64
TECH,Bio-Techne,US,Healthcare,59.215,5.25,9271218176,Mid,84.59286,64.6,52.54,57.54,3,3,0.000,42
IQV,IQVIA Holdings,US,Healthcare,186.06,8.63,31061760000,Large,23.119255,59.5,173.60,195.16,5,0,0.000,40
ALGN,Align Technology,US,Healthcare,167.205,-0.76,11980639232,Large,28.115128,45.9,173.48,160.69,2,2,0.000,48
PODD,Insulet Corp,US,Healthcare,149.03,3.56,10321821696,Large,34.817757,47.3,161.85,253.39,5,4,0.000,34
INSP,Inspire Medical Systems,US,Healthcare,42.61,2.06,1227728384,Small,9.684091,47.9,46.50,72.52,5,4,0.000,41
XRAY,Dentsply Sirona,US,Healthcare,10.425,2.21,2088405760,Mid,,51.8,10.79,11.86,4,5,0.000,45
VTRS,Viatris,US,Healthcare,15.915,1.05,18545502208,Large,,50.3,15.77,13.04,2,6,0.000,59
OGN,Organon & Co,US,Healthcare,13.47,0.15,3537349120,Mid,14.483871,72.2,12.65,9.15,4,8,0.000,72
LEGN,Legend Biotech,US,Healthcare,29.98,2.32,5799324672,Mid,,48.3,28.21,25.63,5,4,0.000,54
TMDX,TransMedics Group,US,Healthcare,76.34,3.40,2638379776,Mid,17.469107,51.7,82.15,114.60,5,2,0.000,37
NTRA,Natera,US,Healthcare,261.03,11.19,37383507968,Large,,73.0,210.41,207.69,3,9,0.000,63
NBIX,Neurocrine Biosciences,US,Healthcare,167,3.44,16797880320,Large,25.662058,63.7,149.61,141.63,2,6,0.000,60
PCVX,Vaxcyte,US,Healthcare,54.67,5.22,7895665152,Mid,,63.3,53.21,49.36,0,5,0.000,56
RARE,Ultragenyx Pharmaceutical,US,Healthcare,29.34,2.02,2890166272,Mid,,71.3,24.65,26.99,4,4,0.000,50
SRPT,Sarepta Therapeutics,US,Healthcare,17.06,-1.16,1801130368,Small,48.742855,49.8,18.54,19.70,7,2,0.000,27
RVMD,Revolution Medicines,US,Healthcare,168.095,-0.83,35736403968,Large,,64.3,149.99,97.10,2,7,0.000,67
HSIC,Henry Schein,US,Healthcare,82.69,3.23,9419777024,Mid,24.981874,68.5,76.09,73.84,0,6,0.000,60
ENSG,Ensign Group,US,Healthcare,164.32,3.42,9603748864,Mid,26.7187,51.0,173.79,182.93,5,2,0.000,40
GDDY,GoDaddy,US,Technology,80.82,6.20,10701364224,Large,12.808241,48.5,84.89,107.12,6,0,0.000,37
ESTC,Elastic NV,US,Technology,58.645,-0.57,6143150080,Mid,17.097668,50.4,54.35,67.83,5,1,0.000,42
DUOL,Duolingo,US,Technology,134.05,1.41,6242313216,Mid,15.328948,70.3,111.26,169.97,8,4,0.000,46
GTLB,GitLab,US,Technology,28.27,4.70,4773113856,Mid,,53.3,25.70,34.18,8,1,0.000,35
MNDY,monday.com,US,Technology,70.79,1.11,3649328128,Mid,30.912664,39.3,74.74,121.49,6,3,0.000,34
FROG,JFrog,US,Technology,76.2,-3.19,9229323264,Mid,,50.3,66.06,55.79,5,4,0.000,53
S,SentinelOne,US,Technology,15.265,0.89,5211017216,Mid,,45.9,15.70,15.48,2,3,0.000,49
DOCN,DigitalOcean,US,Technology,148.91,-5.26,15540871168,Large,65.31141,42.3,142.21,75.33,2,4,0.000,54
CIEN,Ciena Corp,US,Technology,467.81,1.73,66301976576,Large,156.65218,45.1,519.69,315.34,2,2,0.000,49
FLEX,Flex Ltd,US,Technology,148.705,-2.07,54482231296,Large,64.096985,55.3,126.24,78.60,2,6,0.000,59
KEYS,Keysight Technologies,US,Technology,350.79,-0.51,59948384256,Large,56.487923,51.9,345.89,249.35,0,6,0.000,60
TER,Teradyne,US,Technology,422.265,0.51,66107752448,Large,78.49442,56.2,376.17,258.10,0,7,0.000,60
SWKS,Skyworks Solutions,US,Technology,70.045,-4.62,10535185408,Large,29.185415,46.1,69.98,66.39,2,4,0.000,53
MANH,Manhattan Associates,US,Technology,132.2,1.55,7818010112,Mid,37.014008,41.2,139.11,162.35,6,2,0.000,35
CDW,CDW Corp,US,Technology,130.82,0.58,16712707072,Large,15.934227,55.1,124.87,135.89,5,1,0.000,44
ENTG,Entegris,US,Technology,167.405,-0.48,25495781376,Large,96.76589,59.2,144.87,112.76,0,6,0.000,58
GEN,Gen Digital,US,Technology,24.04,3.35,14473473024,Large,15.302547,49.6,22.75,24.57,5,1,0.000,46
EPAM,EPAM Systems,US,Technology,77.79,1.17,4063834880,Mid,11.176006,26.4,103.77,153.59,7,11,0.000,44
PEGA,Pegasystems,US,Technology,30.28,1.47,5060274176,Mid,16.367567,33.6,35.34,48.38,7,2,0.000,33
TENB,Tenable Holdings,US,Technology,27.84,2.13,3069971712,Mid,,59.9,23.82,24.35,5,4,0.000,51
RPD,Rapid7,US,Technology,6.95,3.27,464472768,Small,19.857143,49.0,6.74,11.65,5,2,0.000,39
VRNS,Varonis Systems,US,Technology,36.84,5.17,4326774272,Mid,,70.3,29.56,34.89,6,4,0.000,55
DT,Dynatrace,US,Technology,40.57,0.42,11825170432,Large,75.12962,49.5,39.14,41.93,5,4,0.000,36
IOT,Samsara,US,Technology,31.12,-0.54,18133938176,Large,311.2,44.6,31.21,33.97,9,0,0.000,22
GWRE,Guidewire Software,US,Technology,108.44,-1.09,9028320256,Mid,58.301075,37.1,133.85,176.95,7,2,0.000,20
PCOR,Procore Technologies,US,Technology,39.265,0.86,5924703744,Mid,,29.8,49.47,62.33,8,7,0.000,40
BRZE,Braze,US,Technology,19.835,2.99,2234049024,Mid,,39.4,22.46,25.23,6,2,0.000,31
QLYS,Qualys,US,Technology,114.79,2.19,4042560256,Mid,20.608618,64.7,98.38,117.22,8,4,0.000,43
TOST,Toast,US,Technology,26.155,6.71,15169900544,Large,39.037315,56.7,25.96,31.52,3,5,0.000,45
GLBE,Global-e Online,US,Technology,33.68,4.69,5657141760,Mid,50.268658,58.6,31.46,34.80,3,5,0.000,42
OPEN,Opendoor Technologies,US,Technology,4.315,2.74,4162838784,Mid,,42.6,4.86,6.09,7,2,0.000,32
POOL,Pool Corp,US,Consumer Cyclical,204.685,5.05,7459336192,Mid,18.830267,62.0,197.22,239.85,3,3,0.000,48
FIVE,Five Below,US,Consumer Cyclical,190.195,2.28,10516899840,Large,24.01452,39.6,215.99,191.74,3,2,0.000,44
AZO,AutoZone,US,Consumer Cyclical,3103.76,1.88,50669985792,Large,21.358105,46.5,3317.24,3629.42,4,5,0.000,52
AAP,Advance Auto Parts,US,Consumer Cyclical,57.955,5.74,3496379392,Mid,51.745537,51.0,56.78,52.86,2,3,0.000,48
BBW,Build-A-Bear Workshop,US,Consumer Cyclical,32.86,6.83,412858016,Small,7.711944,43.9,36.01,50.13,7,4,0.000,40
DKS,Dick's Sporting Goods,US,Consumer Cyclical,235.95,-0.34,21118124032,Large,22.974682,60.0,222.73,214.61,2,7,0.000,61
CHWY,Chewy,US,Consumer Cyclical,18.945,6.13,7756541440,Mid,31.574999,41.7,22.45,29.53,7,0,0.000,28
BROS,Dutch Bros,US,Consumer Cyclical,67.545,0.16,11798990848,Large,105.53906,66.2,56.97,56.23,0,7,0.000,53
CAVA,Cava Group,US,Consumer Cyclical,80.41,3.66,9365662720,Mid,154.63463,47.9,84.06,69.82,0,5,0.000,50
WING,Wingstop,US,Consumer Cyclical,156.13,3.80,4251818496,Mid,38.550617,52.6,155.15,220.42,3,5,0.000,41
TXRH,Texas Roadhouse,US,Consumer Cyclical,187.01,3.90,12292094976,Large,29.8738,67.9,169.61,171.77,1,2,0.000,51
BIRK,Birkenstock,US,Consumer Cyclical,44.37,4.77,8159910912,Mid,20.16818,52.8,40.72,41.02,6,2,0.000,44
ONON,On Holding,US,Consumer Cyclical,36.58,4.10,12193202176,Large,39.333336,45.6,37.03,41.45,6,1,0.000,36
CROX,Crocs,US,Consumer Cyclical,118.67,-2.04,5896670208,Mid,,51.4,110.68,91.12,2,6,0.000,63
W,Wayfair,US,Consumer Cyclical,92.78,9.35,12244655104,Large,,70.4,72.20,86.72,4,3,0.000,45
ETSY,Etsy,US,Consumer Cyclical,78.57,4.91,7455996928,Mid,30.103449,75.8,65.21,59.90,3,8,0.000,69
RH,RH,US,Consumer Cyclical,156.05,10.10,2949496064,Mid,30.183752,58.0,138.86,168.55,5,3,0.000,43
WYNN,Wynn Resorts,US,Consumer Cyclical,104.155,0.00,10809906176,Large,29.84384,51.1,103.48,113.61,5,2,0.000,41
WHR,Whirlpool,US,Consumer Cyclical,37.79,4.42,2449665792,Mid,12.810169,37.6,46.08,67.05,8,0,0.000,29
NWL,Newell Brands,US,Consumer Cyclical,5.51,7.62,2343476736,Mid,,76.2,4.17,4.25,4,3,0.000,56
PHM,PulteGroup,US,Consumer Cyclical,136.66,7.99,26031865856,Large,13.216635,71.6,120.56,124.59,4,4,0.000,58
TOL,Toll Brothers,US,Consumer Cyclical,161.37,6.90,15083414528,Large,12.262157,67.5,141.19,140.98,0,7,0.000,67
